Cluster,Distance,Y_name,SGDID,GENE,Chromsome,Start,End,Introns,Exons,Description,
20,0.66,YBL018c,S0000114,,II,186433,185957,1,"1-47, 123-477",,
20,0.7,YBL054w,S0000150,,II,117548,119125,0,1-1578,,
20,0.76,YBL109W,S0002150,,II,5790,6125,0,1-336,,
20,0.6,YBR050c,S0000254,REG2,II,338155,337139,0,1-1017,,
20,0.67,YBR051w,S0000255,,II,337944,338294,0,1-351,,
20,0.6,YBR296c,S0000500,,II,798476,796752,0,1-1725,,
20,0.62,YBR298c,S0000502,MAL31,II,804429,802585,0,1-1845,,
20,0.56,YBR299w,S0000503,MAL32,II,805305,807059,0,1-1755,,
20,0.51,YCL041c,S0000546,,III,50602,50108,0,1-495,,
20,0.72,YCR022c,S0000616,,III,157476,157132,0,1-345,,
20,0.63,YCR025c,S0000620,,III,163567,163157,0,1-411,,
20,0.7,YCR051w,S0000647,,III,212803,213471,0,1-669,,
20,0.75,YCR057c,S0000653,PWP2,III,221443,220124,0,1-1320,Eight WD-repeats with homology with G protein beta subunits flanked by nonhomologous N-terminal and C-terminal extensions,
20,0.63,YCR058c,S0000654,PWP2,III,221957,221652,0,1-306,,
20,0.65,YDL186w,S0002345,,IV,125617,126450,0,1-834,,
20,0.46,YDL187c,S0002346,,IV,125839,125510,0,1-330,,
20,0.48,YDL242w,S0002401,,IV,18959,19312,0,1-354,,
20,0.57,YDR042C,S0002449,,IV,541242,540640,0,1-603,,
20,0.52,YDR044W,S0002451,HEM13,IV,546682,547668,0,1-987,Coproporphyrinogen III oxidase,
20,0.61,YDR048C,S0002455,,IV,553438,553124,0,1-315,,
20,0.71,YDR256c,S0002664,CTA1,IV,969716,968169,0,1-1548,catalase A,
20,0.83,YDR321w,S0002729,asp1,IV,1108739,1109884,0,1-1146,"Asparaginase I, intracellular isozyme",
20,0.89,YDR443c,S0002851,ssn2,IV,1349972,1345710,0,Jan-63,RNA polymerase II holoenzyme component,
20,0.81,YDR501W,S0002909,,IV,1451401,1452966,0,1-1566,,
20,0.57,YER014w,S0000816,HEM14,V,182599,184218,0,1-1620,protoporphyrinogen oxidase,
20,0.58,YER019w,S0000821,,V,192796,194229,0,1-1434,,
20,0.46,YER028c,S0000830,,V,211875,210691,0,1-1185,,
20,0.81,YER056c,S0000858,fcy2,V,268112,266511,0,1-1602,purine-cytosine permease,
20,0.49,YER081w,S0000883,,V,322682,324091,0,1-1410,,
20,0.35,YER096w,S0000898,,V,351694,353232,0,1-1539,,
20,0.82,YER102w,S0000904,RPS8b,V,363096,363698,0,1-603,Ribosomal protein S8B (S14B) (rp19) (YS9),
20,0.47,YFL032W,S0001862,,VI,74871,75191,0,1-321,,
20,0.64,YFR032C,S0001928,,VI,222946,222077,0,1-870,,
20,0.75,YFR035C,S0001931,,VI,226452,226108,0,1-345,,
20,0.48,YGL016W,S0002984,pdr6,VII,461662,464907,0,Jan-46,,
20,0.67,YGL025C,S0002993,PGD1,VII,450055,448760,0,1-1296,"Probable transcription factor, polyglutamine domain protein",
20,0.58,YGL055W,S0003023,ole1,VII,398625,400157,0,1-1533,delta-9-fatty acid desaturase,
20,0.71,YGL063W,S0003031,PUS2,VII,383652,384764,0,1-1113,pseudouridine synthase 2,
20,0.84,YGL085W,S0003053,,VII,349614,350438,0,1-825,,
20,0.55,YGL234W,S0003203,"ade5,7",VII,56481,58889,0,9-Jan,glycinamide ribotide synthetase and aminoimidazole ribotide synthetase,
20,0.48,YGR032W,S0003264,GSC2,VII,548258,553945,0,Jan-88,"catalytic component of 1,3-beta-D-glucan synthase",
20,0.4,YGR131W,S0003363,,VII,754720,755244,0,1-525,,
20,0.38,YGR286C,S0003518,BIO2,VII,1064936,1063809,0,1-1128,Biotin synthase,
20,0.54,YHR097C,S0001139,,VIII,298611,297387,1,"1-125, 250-1225",,
20,0.33,YIL153W,S0001415,RRD1,IX,55198,56379,0,1-1182,Resistant to Rapamycin Deletion,
20,0.58,YIR033W,S0001472,MGA2,IX,416121,419462,0,Jan-42,,
20,0.6,YJL035C,S0003572,,X,380697,379945,0,1-753,,
20,0.44,YJR115W,S0003876,,X,639631,640140,0,1-510,,
20,0.44,YKL086W,S0001569,,XI,277926,278309,0,1-384,,
20,0.73,YKL105C,S0001588,,XI,242229,238831,0,Jan-99,,
20,0.73,YKL115C,S0001598,,XI,222931,222539,0,1-393,,
20,0.69,YKR075C,S0001783,,XI,580389,579466,0,1-924,,
20,0.71,YLR023c,S0004013,,XII,187128,185497,0,1-1632,,
20,0.49,YLR256W,S0004246,HAP1,XII,646415,650923,0,9-Jan,zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type,
20,0.32,YLR343W,S0004335,,XII,816093,817760,0,1-1668,,
20,0.72,YLR374C,S0004366,,XII,871840,871451,0,1-390,,
20,0.62,YLR380W,S0004372,,XII,878281,879507,0,1-1227,,
20,0.68,YMR069W,S0004673,,XIII,407708,408565,0,1-858,,
20,0.66,YMR281W,S0004894,,XIII,832339,833253,0,1-915,,
20,0.69,YMR303C,S0004918,adh2,XIII,874337,873291,0,1-1047,alcohol dehydrogenase II,
20,0.38,YMR320W,S0004939,,XIII,916745,917050,0,1-306,,
20,0.74,YNL034W,S0004979,,XIV,570475,572313,0,1-1839,,
20,0.6,YNL065W,S0005009,,XIV,503723,505483,0,1-1761,,
20,0.34,YNL195C,S0005139,,XIV,272304,271573,0,1-732,,
20,0.7,YNL234W,S0005178,,XIV,210232,211512,0,1-1281,,
20,0.5,YNR077C,S0005360,,XIV,783538,783284,0,1-255,,
20,0.55,YOL146W,S0005506,,XV,48736,49446,0,1-711,,
20,0.56,YOL161C,S0005521,,XV,11910,11548,0,1-363,,
20,0.59,YOR114W,S0005640,,XV,537568,538452,0,1-885,,
20,0.44,YOR237W,S0005763,HES1,XV,781992,783296,0,1-1305,homology to human oxysterol binding protein,
20,0.51,YOR377W,S0005904,ATF1,XV,1046218,1047795,0,1-1578,Alcohol acetyltransferase,
20,0.45,YOR378W,S0005905,,XV,1049503,1051050,0,1-1548,,
20,0.47,YOR379C,S0005906,,XV,1051056,1050718,0,1-339,,
20,0.51,YPL056C,S0005977,,XVI,453730,453425,0,1-306,,
20,0.73,YPL115C,S0006036,BEM3,XVI,335485,332099,0,Jan-87,has GTPase-activating protein activity toward the essential bud-site assembly GTPase Cdc42,
20,0.53,YPR005C,S0006209,HAL1,XVI,566666,565782,0,1-885,polar 32k Da cytoplasmic protein,
20,0.66,YPR040W,S0006244,,XVI,647300,648370,0,1-1071,,
20,0.64,YPR064W,S0006268,,XVI,678946,679365,0,1-420,,
20,0.38,YPR077C,S0006281,,XVI,697497,697126,0,1-372,,
20,0.46,YPR078C,S0006282,,XVI,698260,697142,0,1-1119,,
20,0.69,YPR129W,S0006333,SCD6,XVI,792682,793731,0,1-1050,multicopy suppressor of clathrin deficiency,
21,0.78,YDR490C,S0002898,,IV,1434300,1432000,0,1-Jan,,
21,0.76,YER012w,S0000814,pre1,V,177834,178430,0,1-597,22.6 kDa proteasome subunit,
21,0.9,YER017c,S0000819,AFG3,V,191787,189502,0,Jan-86,ATP-dependent metalloprotease,
21,0.68,YER131w,S0000933,RPS26b,V,423949,424308,0,1-360,Ribosomal protein S26B,
21,0.63,YER160c,S0000962,,V,498120,492852,1,"1-1302, 1304-5269",,
21,0.76,YFL022C,S0001872,FRS2,VI,95008,93497,0,1-1512,"Phenylalanyl-tRNA synthetase, beta subunit, cytoplasmic",
21,0.59,YFL048C,S0001846,EMP47,VI,40180,38843,0,1-1338,47 kDa type I transmembrane protein localized to the Golgi,
21,0.96,YGL010W,S0002978,,VII,475541,476065,0,1-525,,
21,0.93,YGR002C,S0003234,,VII,499901,498471,0,1-1431,,
21,0.57,YGR214W,S0003446,RPS0A,VII,920569,921782,1,"1-90, 546-1214",Ribosomal protein S0A,
21,0.68,YJL101C,S0003637,GSH1,X,236053,234017,0,Jan-37,gamma-glutamylcysteine synthetase,
21,0.7,YJL111W,S0003647,CCT7,X,207574,209226,0,1-1653,Component of Chaperonin Containing T-complex subunit seven,
21,0.88,YJL127C,S0003663,spt10,X,183919,181997,0,23-Jan,negative transcriptional regulator,
21,0.66,YJL225C,S0003760,,X,6130,466,1,"1-1161, 1550-5665",,
21,0.62,YJR027W,S0003788,,X,472448,477716,1,"1-1302, 1304-5269",,
21,0.56,YJR029W,S0003790,,X,478032,483300,1,"1-1301, 1303-5269",,
21,0.83,YJR075W,S0003836,HOC1,X,573669,574859,0,1-1191,putative mannosyltransferase,
21,0.48,YJR139C,S0003900,hom6,X,690213,689134,0,1-1080,Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase),
21,0.51,YJR145C,S0003906,RPS4A,X,702757,701716,1,"1-14, 271-1042",Ribosomal protein S4A (YS6) (rp5) (S7A),
21,0.68,YKL027W,S0001510,,XI,387203,388546,0,1-1344,,
21,0.67,YKL066W,S0001549,,XI,314926,315369,0,1-444,,
21,0.67,YKL201C,S0001684,mnn4,XI,65546,63927,0,1-1620,,
21,0.71,YKR002W,S0001710,PAP1,XI,442873,444579,0,1-1707,poly(A) polymerase,
21,0.44,YKR094c,S0001802,RPL40B,XI,618387,617633,1,"1-8, 377-755",Ribosomal protein L40B,
21,0.74,YLL025w,S0003948,,XII,94746,95120,0,1-375,,
21,0.72,YLL066c,S0003989,,XII,9836,6120,1,"1-287, 387-3717",,
21,0.88,YLR007w,S0003997,,XII,164391,165401,0,1-1011,,
21,0.44,YLR048w,S0004038,RPS0B,XII,242233,243350,1,"1-90, 450-1118",Ribosomal protein S0B,
21,0.44,YLR060w,S0004050,FRS1,XII,260980,262767,0,1-1788,"Phenylalanyl-tRNA synthetase, alpha subunit, cytoplasmic",
21,0.73,YLR089c,S0004079,,XII,320016,318238,0,1-1779,,
21,0.55,YLR145w,S0004135,,XII,432169,432774,0,1-606,,
21,0.43,YLR197W,S0004187,SIK1,XII,546099,547613,0,1-1515,homology to microtubule binding proteins and to X90565,5.cds
21,0.46,YLR198C,S0004188,,XII,547647,547288,0,1-360,,
21,0.46,YLR249W,S0004239,yef3,XII,636780,639914,0,Jan-35,EF-3 (translational elongation factor 3),
21,0.53,YLR250W,S0004240,SSP120,XII,640317,641021,0,1-705,secretory protein,
21,0.76,YLR262C,S0004252,YPT6,XII,668891,668244,0,1-648,"highly homologous to the human GTPase, Rab6",
21,0.5,YLR287C,S0004277,,XII,712058,710991,0,1-1068,,
21,0.75,YLR293C,S0004284,GSP1,XII,721430,720771,0,1-660,GTP-binding protein,
21,0.51,YLR339C,S0004331,,XII,806334,805783,0,1-552,,
21,0.54,YLR388W,S0004380,RPS29A,XII,898650,898820,0,1-171,Ribosomal protein S29A (S36A) (YS29),
21,0.75,YLR400W,S0004392,,XII,922061,922534,0,1-474,,
21,0.79,YLR414C,S0004406,,XII,954138,953347,0,1-792,,
21,0.86,YLR425W,S0004417,,XII,982888,986811,0,24-Jan,,
21,0.35,YML008C,S0004467,erg6,XIII,252990,251839,0,1-1152,S-adenoslymethionine: delta 24-methyltransferase,
21,0.64,YML009c,S0004468,MRPL39,XIII,251516,251304,0,1-213,Mitochondrial ribosomal protein MRPL39 (YmL39),
21,0.75,YML019W,S0004481,OST6,XIII,233457,234455,0,1-999,Putative new 37kDa subunit of N-oligosaccharyltransferase complex,
21,0.6,YML039W,S0004503,,XIII,196628,201896,1,"1-1310, 1312-5269",,
21,0.67,YML040W,S0004504,,XIII,196628,197950,0,1-1323,,
21,0.68,YML045W,S0004508,,XIII,184461,189729,1,"1-1310, 1312-5269",,
21,0.4,YML063W,S0004528,RPS1B,XIII,146482,147249,0,1-768,Ribosomal protein S1B (rp10B),
21,0.78,YML065W,S0004530,ORC1,XIII,142210,144954,0,Jan-45,"120-kDa (largest) subunit of origin recognition complex (ORC)\; shows homology to Cdc6p, Cdc18p, and Sir3p and to proteins from K. lactis, S. pombe, and humans",
21,0.62,YML078W,S0004543,CPR3,XIII,111002,111550,0,1-549,cyclophilin-3 (cyclosporin-sensitive proline rotamase-3),
21,0.67,YML091C,S0004556,RPM2,XIII,90731,87123,0,9-Jan,subunit of mitochondrial RNase P,
21,0.65,YML101C,S0004568,,XIII,70088,69735,0,1-354,,
21,0.56,YMR044W,S0004647,,XIII,355383,356810,0,1-1428,,
21,0.6,YMR045C,S0004648,,XIII,362626,357358,1,"1-1316, 1318-5269",,
21,0.69,YMR050C,S0004653,,XIII,378324,373056,1,"1-1316, 1318-5269",,
21,0.79,YMR053C,S0004657,STB2,XIII,382897,380345,0,Jan-53,,
21,0.59,YMR079W,S0004684,SEC14,XIII,424988,426058,1,"1-9, 166-1071",phosphatidylinositol transfer protein,
21,0.78,YMR091C,S0004697,NPL6,XIII,451364,450057,0,1-1308,,
21,0.75,YMR103C,S0004709,,XIII,473263,472901,0,1-363,,
21,0.4,YMR116C,S0004722,BEL1,XIII,500687,499455,1,"1-537, 811-1233",,
21,0.66,YMR153C-A,S0004761,,XIII,565908,565573,0,1-336,,
21,0.61,YMR160W,S0004770,,XIII,575065,577515,0,Jan-51,,
21,0.64,YMR183C,S0004795,SSO2,XIII,627807,626920,0,1-888,,
21,0.71,YMR184W,S0004796,,XIII,628188,628784,0,1-597,,
21,0.58,YMR208W,S0004821,erg12,XIII,684466,685797,0,1-1332,mevalonate kinase,
21,0.49,YMR230W,S0004843,RPS10B,XIII,732413,733140,1,"1-52, 463-728",Ribosomal protein S10B,
21,0.69,YNL276C,S0005220,,XIV,118824,118429,0,1-396,,
21,0.96,YPR028W,S0006232,,XVI,623522,624197,1,"1-51, 185-676",,
22,0.82,YAL015C,S0000013,NTG1,I,128106,126907,0,1-1200,DNA glycosylase,
22,0.92,YAL046C,S0000044,,I,57392,57036,0,1-357,,
22,0.79,YBR101c,S0000305,,II,444648,443776,0,1-873,,
22,0.89,YCL057w,S0000562,prd1,III,24752,26890,0,Jan-39,Saccharolysin (oligopeptidase yscD),
22,0.56,YCL066w,S0000571,alpha1,III,13271,13798,0,1-528,transcripton factor involved in the regulation of the alpha-specific genes,
22,0.71,YCR032w,S0000628,BPH1,III,178251,184754,0,4-Feb,,
22,0.6,YCR041w,S0000637,,III,199643,199975,0,1-333,,
22,0.61,YDL043C,S0002201,prp11,IV,376521,375721,0,1-801,,
22,0.65,YDL202w,S0002361,MRPL11,IV,98476,99225,0,1-750,Mitochondrial ribosomal protein MRPL11 (YmL11),
22,0.58,YDL215C,S0002374,GDH2,IV,73919,70641,0,Jan-79,NAD-dependent glutamate dehydrogenase,
22,0.68,YDR118W,S0002525,APC4,IV,685920,687878,0,Jan-59,subunit of the anaphase promoting complex (APC),
22,0.89,YDR181C,S0002589,SAS4,IV,827392,825947,0,1-1446,,
22,0.76,YDR206W,S0002614,,IV,862091,864745,0,Jan-55,,
22,0.7,YDR257C,S0002665,RMS1,IV,971510,970026,0,1-1485,,
22,0.58,YDR272W,S0002680,GLO2,IV,1009046,1009870,0,1-825,Cytoplasmic glyoxylase-II,
22,0.79,YDR311w,S0002719,TFB1,IV,1085102,1087030,0,29-Jan,"Component of transcription initiation factor IIb, 75 kDa subunit",
22,0.7,YDR322W,S0002730,MRPL35,IV,1110626,1111729,0,1-1104,Mitochondrial ribosomal protein MRPL35 (YmL35),
22,0.76,YDR336W,S0002744,,IV,1145127,1146071,0,1-945,,
22,0.67,YDR347w,S0002755,mrp1,IV,1169213,1170178,0,1-966,37 kDa mitochondrial ribosomal protein,
22,0.67,YER071c,S0000873,,V,302325,301945,0,1-381,,
22,0.76,YER139c,S0000941,,V,451239,450559,0,1-681,,
22,0.61,YFL006W,S0001888,,VI,129140,129904,0,1-765,,
22,0.7,YFL036W,S0001858,RPO41,VI,58782,62837,0,Jan-56,mitochondrial RNA polymerase II,
22,0.82,YGL141W,S0003109,,VII,238356,241088,0,Jan-33,,
22,0.82,YGL232W,S0003201,,VII,62074,63001,1,"1-57, 116-928",,
22,0.76,YGL246C,S0003215,,VII,38780,37617,0,1-1164,,
22,0.65,YGR169C,S0003401,,VII,835897,834683,0,1-1215,,
22,0.92,YHL039W,S0001031,,VIII,21780,23537,0,1-1758,,
22,0.89,YHR191C,S0001234,CTF8,VIII,486626,486225,0,1-402,,
22,0.78,YIL157C,S0001419,,IX,47542,46949,0,1-594,,
22,0.95,YJL001W,S0003538,PRE3,X,434851,435614,1,"1-65, 182-764",Subunit of 20S proteasome,
22,0.83,YJL022W,S0003559,,X,397805,398113,0,1-309,,
22,0.52,YJL096W,S0003632,,X,245998,246672,0,1-675,,
22,0.85,YJR052W,S0003813,rad7,X,531750,533447,0,1-1698,,
22,0.81,YKL018W,S0001501,,XI,403743,404732,0,1-990,,
22,0.76,YKL166C,S0001649,TPK3,XI,135710,134514,0,1-1197,cAMP-dependent protein kinase catalytic subunit,
22,0.7,YKL169C,S0001652,,XI,131073,130690,0,1-384,,
22,0.8,YKR004C,S0001712,ECM9,XI,447318,446440,0,1-879,ExtraCellular Mutant,
22,0.73,YLR001c,S0003991,,XII,153976,151388,0,Jan-89,,
22,0.77,YLR012c,S0004002,,XII,170349,169981,0,1-369,,
22,0.65,YLR014c,S0004004,ppr1,XII,174981,172267,0,15-Jan,zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type,
22,0.71,YLR098c,S0004088,CHA4,XII,339474,337528,0,Jan-47,DNA-binding transcriptional activator or CHA1,
22,0.84,YLR107w,S0004097,,XII,364117,365331,0,1-1215,,
22,0.71,YLR200W,S0004190,YKE2,XII,549014,549358,0,1-345,"Polypeptide 6 of a Yeast Non-native Actin Binding Complex, homolog of a component of the bovine NABC complex",
22,0.54,YLR215C,S0004205,,XII,571858,570776,0,1-1083,,
22,0.6,YLR227C,S0004217,,XII,592043,590562,0,1-1482,,
22,0.61,YLR265C,S0004255,,XII,675455,674427,0,1-1029,,
22,0.82,YLR267W,S0004257,,XII,678212,679924,0,1-1713,,
22,0.68,YLR291C,S0004282,GCD7,XII,719462,718317,0,1-1146,"translation initiation factor eIF2b, 43 kDa subunit\; negative regulator of GCN4 expression",
22,0.57,YLR453C,S0004445,RIF2,XII,1042981,1041794,0,1-1188,Nuclear protein,
22,0.67,YLR454W,S0004446,,XII,1043993,1051879,0,Jan-87,,
22,0.77,YML066C,S0004531,,XIII,141533,140424,0,1-1110,,
22,0.65,YML081W,S0004546,,XIII,104777,108532,0,Jan-56,,
22,0.5,YML094W,S0004559,PFD5,XIII,82275,82849,1,"1-16, 100-575","Putative homolog of subunit 5 of bovine prefoldin, a chaperone comprised of six subunits",
22,0.6,YML095C,S0004560,rad10,XIII,82113,81481,0,1-633,,
22,0.76,YMR007W,S0004609,,XIII,279960,280340,0,1-381,,
22,0.64,YMR008C,S0004610,PLB1,XIII,282584,280590,0,Jan-95,Phospholipase B (lypophospholipase),
22,0.92,YMR022W,S0004624,QRI8,XIII,318679,319176,0,1-498,ubiquitin conjugating enzyme,
22,0.61,YMR023C,S0004625,MSS1,XIII,321016,319436,0,1-1581,putative mitochondrial GTPase,
22,0.69,YMR092C,S0004698,AIP1,XIII,453478,451631,0,1-1848,Protein localizes to actin cortical patches. Probable binding site on actin lies on front surface of subdomain 3 and 4.,
22,0.71,YMR106C,S0004712,HDF2,XIII,480189,478300,0,1-1890,"Ku80 homolog, exhibits DNA binding activity on its own, associates with Hdf1p to form major DNA end-binding complex",
22,0.72,YMR130W,S0004737,,XIII,532118,533026,0,1-909,,
22,0.8,YMR141C,S0004749,,XIII,550043,549735,0,1-309,,
22,0.75,YMR154C,S0004763,RIM13,XIII,568181,565998,0,Jan-84,Involved in proteolytic processing of Rim1p,
22,0.59,YMR156C,S0004765,,XIII,571015,570299,0,1-717,,
22,0.66,YMR186W,S0004798,HSC82,XIII,632354,634471,0,18-Jan,constitutively expressed heat shock protein,
22,0.61,YMR196W,S0004809,,XIII,655075,658341,0,Jan-67,,
22,0.51,YMR225C,S0004838,MRPL44,XIII,721402,720959,1,"1-58, 206-444",Mitochondrial ribosomal protein MRPL44 (YmL44),
22,0.76,YNL029C,S0004974,KTR5,XIV,578771,577203,0,1-1569,Putative mannosyltransferase of the KRE2 family,
22,0.69,YNL042W,S0004987,,XIV,548098,549288,0,1-1191,,
22,0.57,YNL184C,S0005128,,XIV,292880,292554,0,1-327,,
22,0.66,YNL196C,S0005140,SLZ1,XIV,271168,270272,0,1-897,"sporulation-specific protein with a leucine zipper motif, regulated by the transcription factor Ume6 and expressed early in meiosis",
22,0.54,YNL210W,S0005154,mer1,XIV,250930,251742,0,1-813,encodes protein with RNA-binding motifs required for MRE2-dependent mRNA splicing,
22,0.73,YNL227C,S0005171,,XIV,222430,220658,0,1-1773,,
22,0.63,YNR039C,S0005322,,XIV,699430,697613,0,1-1818,,
22,0.74,YNR060W,S0005343,FRE4,XIV,739948,742107,0,Jan-60,similar to FRE2,
22,0.59,YOL009C,S0005369,MDM12,XV,310139,309324,0,1-816,Mdm12p is a mitochondrial outer membrane protein. An Mdm12p homolog exists in S. Pombe which confers a dominant negative phenotype when expressed in S. cerevisiae,
22,0.77,YOL100W,S0005460,,XV,129236,132481,0,Jan-46,,
22,0.73,YOL118C,S0005478,,XV,96915,96607,0,1-309,,
22,0.73,YOL138C,S0005498,,XV,65349,61324,0,26-Jan,,
22,0.78,YOR042W,S0005568,,XV,408424,409659,0,1-1236,,
22,0.7,YOR091W,S0005617,,XV,493263,494468,0,1-1206,,
22,0.74,YOR302W,S0005828,,XV,882757,882834,0,Jan-78,,
22,0.69,YOR389W,S0005916,,XV,1074205,1076079,0,1-1875,,
22,0.51,YPL166W,S0006087,,XVI,237337,237978,0,1-642,,
23,0.75,YAL001C,S0000001,TFC3,I,151168,147596,1,"1-70, 161-3573",transcription factor tau (TFIIIC) subunit 138,
23,0.85,YAR064W,S0000089,,I,220190,220489,0,1-300,,
23,0.84,YBL061c,S0000157,SKT5,II,107364,105274,0,Jan-91,"protoplast regeneration and killer toxin resistance gene, may be a post-translational regulator of chitin synthase III activity, interacts with Chs3p",
23,0.73,YBL111C,S0002151,,II,5009,2907,1,"1-794, 894-2103",,
23,0.84,YBL113C,S0002153,,II,2658,280,0,Jan-79,,
23,0.91,YBR190w,S0000394,,II,605920,606231,0,1-312,,
23,0.66,YDL221w,S0002380,,IV,62012,62563,0,1-552,,
23,0.75,YDR309C,S0002717,,IV,1080235,1079084,0,1-1152,,
23,0.75,YDR331W,S0002739,GPI8,IV,1129624,1130859,0,1-1236,Protein involved in the attachment of glycosylphosphatidylinositol (GPI) anchors to proteins,
23,0.69,YDR383C,S0002791,,IV,1240752,1239994,0,1-759,,
23,0.72,YDR440W,S0002848,PCH1,IV,1342527,1344275,0,1-1749,,
23,0.8,YDR532C,S0002940,,IV,1500601,1499444,0,1-1158,,
23,0.59,YEL064c,S0000790,,V,31239,29797,0,1-1443,,
23,0.76,YEL076c,S0000802,,V,5114,4464,0,1-651,,
23,0.89,YEL077C,S0006409,,V,4097,264,0,Jan-34,,
23,0.79,YER060w,S0000862,FCY21,V,274565,276151,0,1-1587,purine-cytosine permease,
23,0.74,YER083c,S0000885,,V,327093,326170,0,1-924,,
23,0.72,YER084w,S0000886,,V,327061,327447,0,1-387,,
23,0.63,YER104w,S0000906,,V,366798,367424,0,1-627,,
23,0.84,YER105c,S0000907,NUP157,V,372009,367834,0,Jan-76,Nucleoporin similar to Nup157p and to mammalian Nup155p,
23,0.68,YER118c,S0000920,SSU81,V,399051,397948,0,1-1104,Transmembrane osmosensor,
23,0.75,YER119C,S0000921,,V,400838,399492,0,1-1347,,
23,0.66,YER124c,S0000926,,V,409060,407339,0,1-1722,,
23,0.82,YER155c,S0000957,bem2,V,482844,476341,0,4-Feb,Rho-type GTPase activating protein (GAP),
23,0.9,YFL067W,S0001827,,VI,836,1363,0,1-528,,
23,0.69,YGL028C,S0002996,,VII,442905,441277,0,1-1629,,
23,0.62,YGL060W,S0003028,,VII,390065,391990,0,26-Jan,,
23,0.69,YGL227W,S0003196,TIN1,VII,69670,72546,0,Jan-77,TOR inhibitor,
23,0.51,YGR041W,S0003273,BUD9,VII,577481,579124,0,1-1644,,
23,0.69,YGR113W,S0003345,DIF1,VII,718887,719894,0,1-1008,,
23,0.98,YGR154C,S0003386,,VII,797862,796792,0,1-1071,,
23,0.9,YGR180C,S0003412,RNR4,VII,856295,855258,0,1-1038,Ribonucleotide Reductase,
23,0.8,YGR265W,S0003497,,VII,1021644,1022054,0,1-411,,
23,0.86,YHL013C,S0001005,,VIII,78349,77426,0,1-924,,
23,0.82,YHR113W,S0001155,,VIII,336339,337811,0,1-1473,,
23,0.59,YHR129c,S0001171,ARP1,VIII,364155,363001,0,1-1155,,
23,0.63,YHR143W,S0001186,,VIII,385510,386487,0,1-978,,
23,0.68,YHR218W,S0001261,,VIII,558009,559919,1,"1-602, 702-1911",,
23,0.81,YIL086C,S0001348,,IX,200458,200150,0,1-309,,
23,0.74,YIL163C,S0001425,,IX,37252,36899,0,1-354,,
23,0.58,YIL177C,S0001439,,IX,6147,483,1,"1-1161, 1550-5665",,
23,0.68,YJL078C,S0003614,PRY3,X,293677,291032,0,Jan-46,Similar to plant PR-1 class of pathogen related proteins,
23,0.67,YJL218W,S0003754,,X,21973,22563,0,1-591,,
23,0.57,YJR118C,S0003879,,X,643790,643179,0,1-612,,
23,0.61,YJR148W,S0003909,BAT2,X,705433,706563,0,1-1131,Branched-Chain Amino Acid Transaminase,
23,0.72,YKL046C,S0001529,,XI,352268,350919,0,1-1350,,
23,0.64,YKL067W,S0001550,YNK1,XI,314457,314918,0,1-462,Nucleoside diphosphate kinase,
23,0.66,YKL089W,S0001572,mif2,XI,273039,274688,0,1-1650,Centromere protein required for normal chromosome segregation and spindle integrity,
23,0.79,YKL161C,S0001644,,XI,150692,149391,0,1-1302,,
23,0.65,YKR077W,S0001785,,XI,583292,584383,0,1-1092,,
23,0.77,YLL067c,S0003990,,XII,4301,585,1,"1-287, 387-3717",,
23,0.48,YLR049c,S0004039,,XII,245173,243887,0,1-1287,,
23,0.74,YLR279W,S0004269,,XII,704309,704698,0,1-390,,
23,0.75,YLR286C,S0004276,CTS1,XII,710136,708448,0,1-1689,Endochitinase,
23,0.79,YML010W,S0004470,spt5,XIII,247677,250868,0,Jan-92,transcription factor,
23,0.63,YML032C,S0004494,rad52,XIII,214029,212515,0,1-1515,Interacts with Rad51p by two hybrid analysis. mRNA is induced in meiosis during recombination,
23,0.67,YML133C,S0004602,,XIII,4684,461,1,"1-794, 894-4224",,
23,0.71,YMR096W,S0004702,SNZ1,XIII,458407,459300,0,1-894,encodes highly conserved 35 kDa protein that shows increased expression after entry into stationary phase,
23,0.54,YNL072W,S0005016,RNH35,XIV,490316,491239,0,1-924,"RNase H(35), a 35 kDa ribonuclease H",
23,0.41,YNL082W,S0005026,pms1,XIV,473297,476011,0,15-Jan,"MutL homolog, similar to Mlh1p, associates with Mlh1p, possibly forming a heterodimer, Pms1p and Msh1p act in concert to bind to a Msh2p-heteroduplex complex containing a G-T mismatch",
23,0.63,YNL263C,S0005207,YIF1,XIV,147839,146895,0,1-945,,
23,0.73,YNL290W,S0005234,RFC3,XIV,86216,87238,0,1-1023,Subunit 3 of Replication Factor C\; homologous to human RFC 36 kDa subunit,
23,0.72,YNL327W,S0005271,EGT2,XIV,24047,27172,0,26-Jan,"Cell-cycle regulation protein, may be involved in the correct timing of cell separation after cytokinesis",
23,0.72,YOL054W,S0005415,,XV,228612,229832,0,1-1221,,
23,0.56,YOL090W,S0005450,msh2,XV,147381,150275,0,Jan-95,"MutS homolog encoding major mismatch repair activity in mitosis and meiosis, functions with Pms1p and Pms2\/Mlh1p in a complex which interacts with either Pms3\/Msh6p to repair single-base and insertion-deletion mispairs, or Msh3p to repair only insertion",
23,0.73,YOR248W,S0005774,,XV,798011,798313,0,1-303,,
